Step,AgentID,agent_id,position,state,products_remaining
274.0,81,81,"(8, 4)",shopping,1
274.0,83,83,"(2, 2)",shopping,1
274.0,84,84,"(3, 8)",shopping,1
274.0,85,85,"(55, 4)",shopping,1
274.0,86,86,"(33, 3)",shopping,2
274.0,87,87,"(6, 2)",shopping,1
274.0,88,88,"(26, 3)",exiting,0
274.0,89,89,"(1, 6)",shopping,1
274.0,90,90,"(30, 6)",shopping,1
274.0,91,91,"(8, 8)",shopping,2
274.0,93,93,"(4, 1)",shopping,2
274.0,94,94,"(2, 5)",exiting,0
274.0,95,95,"(57, 6)",shopping,1
274.0,97,97,"(32, 5)",exiting,0
274.0,98,98,"(1, 3)",shopping,1
274.0,99,99,"(9, 4)",shopping,2
274.0,100,100,"(3, 2)",shopping,1
275.0,22,22,"(19, 7)",exiting,0
275.0,36,36,"(33, 8)",exiting,0
275.0,38,38,"(16, 6)",dwelling,1
275.0,43,43,"(32, 4)",exiting,0
275.0,45,45,"(14, 5)",exiting,0
275.0,46,46,"(31, 5)",exiting,0
275.0,48,48,"(9, 6)",exiting,0
275.0,49,49,"(26, 6)",shopping,1
275.0,53,53,"(7, 6)",shopping,1
275.0,55,55,"(12, 3)",shopping,2
275.0,56,56,"(26, 5)",shopping,1
275.0,57,57,"(18, 4)",shopping,1
275.0,59,59,"(33, 6)",exiting,0
275.0,60,60,"(5, 3)",shopping,1
275.0,61,61,"(20, 2)",shopping,2
275.0,62,62,"(14, 4)",exiting,0
275.0,63,63,"(10, 5)",exiting,0
275.0,64,64,"(7, 7)",shopping,1
275.0,66,66,"(7, 5)",shopping,1
275.0,69,69,"(13, 6)",exiting,0
275.0,70,70,"(12, 5)",exiting,0
275.0,71,71,"(11, 5)",shopping,1
275.0,72,72,"(28, 5)",exiting,0
275.0,73,73,"(33, 1)",exiting,0
275.0,74,74,"(27, 3)",dwelling,1
275.0,76,76,"(27, 5)",shopping,1
275.0,77,77,"(6, 3)",shopping,1
275.0,78,78,"(25, 5)",shopping,1
275.0,80,80,"(12, 4)",shopping,1
275.0,81,81,"(8, 4)",shopping,1
275.0,83,83,"(2, 2)",shopping,1
275.0,84,84,"(3, 8)",shopping,1
275.0,85,85,"(55, 4)",shopping,1
275.0,86,86,"(33, 3)",shopping,2
275.0,87,87,"(6, 1)",shopping,1
275.0,88,88,"(26, 3)",exiting,0
275.0,89,89,"(1, 6)",shopping,1
275.0,90,90,"(30, 5)",shopping,1
275.0,91,91,"(9, 8)",shopping,2
275.0,93,93,"(4, 1)",shopping,2
275.0,95,95,"(57, 6)",shopping,1
275.0,97,97,"(32, 5)",exiting,0
275.0,98,98,"(1, 3)",shopping,1
275.0,99,99,"(9, 4)",shopping,2
275.0,100,100,"(3, 2)",shopping,1
276.0,22,22,"(18, 7)",exiting,0
276.0,36,36,"(33, 8)",exiting,0
276.0,38,38,"(16, 6)",shopping,0
276.0,43,43,"(31, 4)",exiting,0
276.0,45,45,"(14, 5)",exiting,0
276.0,46,46,"(31, 5)",exiting,0
276.0,48,48,"(8, 6)",exiting,0
276.0,49,49,"(26, 6)",shopping,1
276.0,53,53,"(7, 6)",shopping,1
276.0,55,55,"(11, 3)",shopping,2
276.0,56,56,"(26, 5)",shopping,1
276.0,57,57,"(18, 4)",shopping,1
276.0,59,59,"(33, 6)",exiting,0
276.0,60,60,"(5, 3)",shopping,1
276.0,61,61,"(20, 2)",shopping,2
276.0,62,62,"(14, 4)",exiting,0
276.0,63,63,"(10, 4)",exiting,0
276.0,64,64,"(7, 7)",shopping,1
276.0,66,66,"(7, 5)",shopping,1
276.0,69,69,"(13, 6)",exiting,0
276.0,70,70,"(12, 5)",exiting,0
276.0,71,71,"(11, 5)",shopping,1
276.0,72,72,"(28, 4)",exiting,0
276.0,73,73,"(34, 1)",exiting,0
276.0,74,74,"(27, 3)",dwelling,1
276.0,76,76,"(27, 5)",shopping,1
276.0,77,77,"(7, 3)",shopping,1
276.0,78,78,"(24, 5)",shopping,1
276.0,80,80,"(12, 4)",shopping,1
276.0,81,81,"(8, 4)",shopping,1
276.0,83,83,"(2, 2)",shopping,1
276.0,84,84,"(3, 8)",shopping,1
276.0,85,85,"(55, 4)",shopping,1
276.0,86,86,"(33, 3)",shopping,2
276.0,87,87,"(6, 1)",shopping,1
276.0,88,88,"(26, 3)",exiting,0
276.0,89,89,"(1, 6)",shopping,1
276.0,90,90,"(30, 5)",shopping,1
276.0,91,91,"(9, 7)",shopping,2
276.0,93,93,"(4, 1)",shopping,2
276.0,95,95,"(57, 6)",shopping,1
276.0,97,97,"(32, 5)",exiting,0
276.0,98,98,"(1, 3)",shopping,1
276.0,99,99,"(9, 4)",shopping,2
276.0,100,100,"(3, 2)",shopping,1
277.0,22,22,"(18, 6)",exiting,0
277.0,36,36,"(33, 8)",exiting,0
277.0,38,38,"(16, 6)",exiting,0
277.0,43,43,"(31, 4)",exiting,0
277.0,45,45,"(14, 5)",exiting,0
277.0,46,46,"(31, 5)",exiting,0
277.0,48,48,"(8, 7)",exiting,0
277.0,49,49,"(27, 6)",shopping,1
277.0,53,53,"(7, 6)",shopping,1
277.0,55,55,"(11, 3)",shopping,2
277.0,56,56,"(26, 5)",shopping,1
277.0,57,57,"(18, 4)",shopping,1
277.0,59,59,"(33, 6)",exiting,0
277.0,60,60,"(5, 3)",shopping,1
277.0,61,61,"(20, 2)",shopping,2
277.0,62,62,"(15, 4)",exiting,0
277.0,63,63,"(10, 3)",exiting,0
277.0,64,64,"(7, 7)",shopping,1
277.0,66,66,"(7, 5)",shopping,1
277.0,69,69,"(13, 6)",exiting,0
277.0,70,70,"(12, 5)",exiting,0
277.0,71,71,"(11, 5)",shopping,1
277.0,72,72,"(27, 4)",exiting,0
277.0,73,73,"(35, 1)",exiting,0
277.0,74,74,"(27, 3)",shopping,0
277.0,76,76,"(27, 5)",shopping,1
277.0,77,77,"(7, 3)",shopping,1
277.0,78,78,"(24, 5)",shopping,1
277.0,80,80,"(12, 4)",shopping,1
277.0,81,81,"(8, 4)",shopping,1
277.0,83,83,"(2, 2)",shopping,1
277.0,84,84,"(3, 8)",shopping,1
277.0,85,85,"(55, 4)",shopping,1
277.0,86,86,"(33, 3)",shopping,2
277.0,87,87,"(6, 1)",shopping,1
277.0,88,88,"(26, 3)",exiting,0
277.0,89,89,"(1, 6)",shopping,1
277.0,90,90,"(30, 5)",shopping,1
277.0,91,91,"(9, 6)",shopping,2
277.0,93,93,"(3, 1)",shopping,2
277.0,95,95,"(57, 6)",shopping,1
277.0,97,97,"(32, 5)",exiting,0
277.0,98,98,"(2, 3)",shopping,1
277.0,99,99,"(9, 4)",shopping,2
277.0,100,100,"(3, 2)",shopping,1
278.0,22,22,"(17, 6)",exiting,0
278.0,36,36,"(33, 8)",exiting,0
278.0,38,38,"(16, 6)",exiting,0
278.0,43,43,"(31, 4)",exiting,0
278.0,45,45,"(14, 5)",exiting,0
278.0,46,46,"(31, 5)",exiting,0
278.0,48,48,"(8, 8)",exiting,0
278.0,49,49,"(28, 6)",shopping,1
278.0,53,53,"(7, 6)",shopping,1
278.0,55,55,"(11, 3)",shopping,2
278.0,56,56,"(26, 5)",shopping,1
278.0,57,57,"(18, 4)",shopping,1
278.0,59,59,"(33, 6)",exiting,0
278.0,60,60,"(5, 3)",shopping,1
278.0,61,61,"(20, 2)",shopping,2
278.0,62,62,"(15, 4)",exiting,0
278.0,63,63,"(9, 3)",exiting,0
278.0,64,64,"(7, 7)",shopping,1
278.0,66,66,"(6, 5)",shopping,1
278.0,69,69,"(13, 6)",exiting,0
278.0,70,70,"(12, 5)",exiting,0
278.0,71,71,"(11, 5)",shopping,1
278.0,72,72,"(26, 4)",exiting,0
278.0,73,73,"(36, 1)",exiting,0
278.0,74,74,"(27, 3)",exiting,0
278.0,76,76,"(28, 5)",shopping,1
278.0,77,77,"(7, 3)",shopping,1
278.0,78,78,"(24, 5)",shopping,1
278.0,80,80,"(12, 4)",shopping,1
278.0,81,81,"(8, 4)",shopping,1
278.0,83,83,"(2, 2)",shopping,1
278.0,84,84,"(3, 8)",shopping,1
278.0,85,85,"(55, 4)",shopping,1
278.0,86,86,"(33, 3)",shopping,2
278.0,87,87,"(6, 1)",shopping,1
278.0,88,88,"(26, 3)",exiting,0
278.0,89,89,"(1, 6)",shopping,1
278.0,90,90,"(30, 5)",shopping,1
278.0,91,91,"(10, 6)",shopping,2
278.0,93,93,"(3, 1)",shopping,2
278.0,95,95,"(57, 6)",shopping,1
278.0,97,97,"(32, 5)",exiting,0
278.0,98,98,"(2, 3)",shopping,1
278.0,99,99,"(9, 4)",shopping,2
278.0,100,100,"(3, 2)",shopping,1
279.0,22,22,"(17, 5)",exiting,0
279.0,36,36,"(34, 8)",exiting,0
279.0,38,38,"(16, 6)",exiting,0
279.0,43,43,"(31, 4)",exiting,0
279.0,45,45,"(15, 5)",exiting,0
279.0,46,46,"(31, 5)",exiting,0
279.0,48,48,"(7, 8)",exiting,0
279.0,49,49,"(29, 6)",shopping,1
279.0,53,53,"(7, 6)",shopping,1
279.0,55,55,"(12, 3)",shopping,2
279.0,56,56,"(27, 5)",shopping,1
279.0,57,57,"(18, 4)",shopping,1
279.0,59,59,"(33, 6)",exiting,0
279.0,60,60,"(5, 3)",shopping,1
279.0,61,61,"(20, 2)",shopping,2
279.0,62,62,"(15, 4)",exiting,0
279.0,63,63,"(8, 3)",exiting,0
279.0,64,64,"(7, 7)",shopping,1
279.0,66,66,"(6, 5)",shopping,1
279.0,69,69,"(13, 6)",exiting,0
279.0,70,70,"(12, 5)",exiting,0
279.0,71,71,"(11, 5)",shopping,1
279.0,72,72,"(25, 4)",exiting,0
279.0,73,73,"(37, 1)",exiting,0
279.0,74,74,"(27, 3)",exiting,0
279.0,76,76,"(29, 5)",shopping,1
279.0,77,77,"(7, 3)",shopping,1
279.0,78,78,"(24, 5)",shopping,1
279.0,80,80,"(12, 4)",shopping,1
279.0,81,81,"(8, 4)",shopping,1
279.0,83,83,"(2, 1)",shopping,1
279.0,84,84,"(3, 8)",shopping,1
279.0,85,85,"(55, 4)",shopping,1
279.0,86,86,"(33, 3)",shopping,2
279.0,87,87,"(6, 1)",shopping,1
279.0,88,88,"(26, 3)",exiting,0
279.0,89,89,"(2, 6)",shopping,1
279.0,90,90,"(30, 5)",shopping,1
279.0,91,91,"(11, 6)",shopping,2
279.0,93,93,"(3, 1)",shopping,2
279.0,95,95,"(57, 6)",shopping,1
279.0,97,97,"(32, 5)",exiting,0
279.0,98,98,"(2, 3)",shopping,1
279.0,99,99,"(10, 4)",shopping,2
279.0,100,100,"(3, 2)",shopping,1
280.0,22,22,"(16, 5)",exiting,0
280.0,36,36,"(34, 8)",exiting,0
280.0,38,38,"(16, 6)",exiting,0
280.0,43,43,"(31, 4)",exiting,0
280.0,45,45,"(15, 5)",exiting,0
280.0,46,46,"(31, 5)",exiting,0
280.0,48,48,"(6, 8)",exiting,0
280.0,49,49,"(28, 6)",shopping,1
280.0,53,53,"(6, 6)",shopping,1
280.0,55,55,"(13, 3)",shopping,2
280.0,56,56,"(27, 4)",shopping,1
280.0,57,57,"(18, 4)",shopping,1
280.0,59,59,"(33, 6)",exiting,0
280.0,60,60,"(6, 3)",shopping,1
280.0,61,61,"(21, 2)",shopping,2
280.0,62,62,"(15, 4)",exiting,0
280.0,63,63,"(8, 2)",exiting,0
280.0,64,64,"(7, 7)",shopping,1
280.0,66,66,"(6, 5)",shopping,1
280.0,69,69,"(13, 6)",exiting,0
280.0,70,70,"(12, 5)",exiting,0
280.0,71,71,"(11, 5)",shopping,1
280.0,72,72,"(24, 4)",exiting,0
280.0,73,73,"(38, 1)",exiting,0
280.0,74,74,"(27, 3)",exiting,0
280.0,76,76,"(29, 4)",shopping,1
280.0,77,77,"(7, 3)",shopping,1
280.0,78,78,"(24, 5)",shopping,1
280.0,80,80,"(13, 4)",shopping,1
280.0,81,81,"(8, 4)",shopping,1
280.0,83,83,"(2, 1)",shopping,1
280.0,84,84,"(3, 8)",shopping,1
280.0,85,85,"(55, 4)",shopping,1
280.0,86,86,"(33, 3)",shopping,2
280.0,87,87,"(6, 1)",shopping,1
280.0,88,88,"(26, 3)",exiting,0
280.0,89,89,"(2, 6)",shopping,1
280.0,90,90,"(30, 5)",shopping,1
280.0,91,91,"(12, 6)",shopping,2
280.0,93,93,"(3, 1)",shopping,2
280.0,95,95,"(57, 6)",shopping,1
280.0,97,97,"(32, 5)",exiting,0
280.0,98,98,"(2, 3)",shopping,1
280.0,99,99,"(10, 4)",shopping,2
280.0,100,100,"(3, 2)",shopping,1
281.0,22,22,"(16, 5)",exiting,0
281.0,36,36,"(34, 8)",exiting,0
281.0,38,38,"(16, 6)",exiting,0
281.0,43,43,"(31, 4)",exiting,0
281.0,45,45,"(15, 5)",exiting,0
281.0,46,46,"(31, 5)",exiting,0
281.0,48,48,"(5, 8)",exiting,0
281.0,49,49,"(28, 5)",shopping,1
281.0,53,53,"(6, 6)",shopping,1
281.0,55,55,"(14, 3)",shopping,2
281.0,56,56,"(28, 4)",shopping,1
281.0,57,57,"(18, 4)",shopping,1
281.0,59,59,"(34, 6)",exiting,0
281.0,60,60,"(6, 3)",shopping,1
281.0,61,61,"(22, 2)",shopping,2
281.0,62,62,"(15, 4)",exiting,0
281.0,63,63,"(7, 2)",exiting,0
281.0,64,64,"(7, 8)",shopping,1
281.0,66,66,"(6, 5)",shopping,1
281.0,69,69,"(13, 6)",exiting,0
281.0,70,70,"(12, 4)",exiting,0
281.0,71,71,"(11, 6)",shopping,1
281.0,72,72,"(23, 4)",exiting,0
281.0,73,73,"(39, 1)",exiting,0
281.0,74,74,"(28, 3)",exiting,0
281.0,76,76,"(30, 4)",shopping,1
281.0,77,77,"(7, 3)",shopping,1
281.0,78,78,"(25, 5)",shopping,1
281.0,80,80,"(13, 4)",shopping,1
281.0,81,81,"(9, 4)",shopping,1
281.0,83,83,"(2, 1)",shopping,1
281.0,84,84,"(2, 8)",shopping,1
281.0,85,85,"(55, 3)",shopping,1
281.0,86,86,"(33, 3)",shopping,2
281.0,87,87,"(6, 1)",shopping,1
281.0,88,88,"(26, 3)",exiting,0
281.0,89,89,"(2, 6)",shopping,1
281.0,90,90,"(30, 5)",shopping,1
281.0,91,91,"(12, 6)",shopping,2
281.0,93,93,"(3, 1)",shopping,2
281.0,95,95,"(56, 6)",shopping,1
281.0,97,97,"(32, 4)",exiting,0
281.0,98,98,"(2, 3)",shopping,1
281.0,99,99,"(10, 4)",shopping,2
281.0,100,100,"(3, 3)",shopping,1
282.0,22,22,"(17, 5)",exiting,0
282.0,36,36,"(34, 8)",exiting,0
282.0,38,38,"(16, 6)",exiting,0
282.0,43,43,"(31, 4)",exiting,0
282.0,45,45,"(15, 5)",exiting,0
282.0,46,46,"(31, 6)",exiting,0
282.0,48,48,"(4, 8)",exiting,0
282.0,49,49,"(29, 5)",shopping,1
282.0,53,53,"(6, 6)",shopping,1
282.0,55,55,"(15, 3)",shopping,2
282.0,56,56,"(29, 4)",shopping,1
282.0,57,57,"(18, 4)",shopping,1
282.0,59,59,"(34, 6)",exiting,0
282.0,60,60,"(6, 3)",shopping,1
282.0,61,61,"(23, 2)",shopping,2
282.0,62,62,"(15, 4)",exiting,0
282.0,63,63,"(6, 2)",exiting,0
282.0,64,64,"(7, 8)",shopping,1
282.0,66,66,"(6, 5)",shopping,1
282.0,69,69,"(13, 6)",exiting,0
282.0,70,70,"(11, 4)",exiting,0
282.0,71,71,"(11, 6)",shopping,1
282.0,72,72,"(22, 4)",exiting,0
282.0,73,73,"(39, 2)",exiting,0
282.0,74,74,"(28, 3)",exiting,0
282.0,76,76,"(30, 3)",shopping,1
282.0,77,77,"(7, 3)",shopping,1
282.0,78,78,"(26, 5)",shopping,1
282.0,80,80,"(13, 4)",shopping,1
282.0,81,81,"(9, 4)",shopping,1
282.0,83,83,"(2, 1)",shopping,1
282.0,84,84,"(2, 8)",shopping,1
282.0,85,85,"(55, 3)",shopping,1
282.0,86,86,"(33, 4)",shopping,2
282.0,87,87,"(6, 1)",shopping,1
282.0,88,88,"(26, 3)",exiting,0
282.0,89,89,"(2, 6)",shopping,1
282.0,90,90,"(30, 5)",shopping,1
282.0,91,91,"(12, 6)",shopping,2
282.0,93,93,"(3, 1)",shopping,2
282.0,95,95,"(56, 6)",shopping,1
282.0,97,97,"(32, 4)",exiting,0
282.0,98,98,"(2, 3)",shopping,1
282.0,99,99,"(10, 4)",shopping,2
282.0,100,100,"(3, 3)",shopping,1
283.0,22,22,"(17, 5)",exiting,0
283.0,36,36,"(34, 8)",exiting,0
283.0,38,38,"(15, 6)",exiting,0
283.0,43,43,"(31, 4)",exiting,0
283.0,45,45,"(15, 5)",exiting,0
283.0,46,46,"(31, 6)",exiting,0
283.0,48,48,"(4, 7)",exiting,0
283.0,49,49,"(29, 6)",shopping,1
283.0,53,53,"(6, 6)",shopping,1
283.0,55,55,"(16, 3)",shopping,2
283.0,56,56,"(30, 4)",shopping,1
283.0,57,57,"(17, 4)",shopping,1
283.0,59,59,"(34, 6)",exiting,0
283.0,60,60,"(6, 3)",shopping,1
283.0,61,61,"(24, 2)",shopping,2
283.0,62,62,"(15, 4)",exiting,0
283.0,63,63,"(5, 2)",exiting,0
283.0,64,64,"(7, 8)",shopping,1
283.0,66,66,"(6, 5)",shopping,1
283.0,69,69,"(13, 6)",exiting,0
283.0,70,70,"(11, 5)",exiting,0
283.0,71,71,"(11, 6)",shopping,1
283.0,72,72,"(21, 4)",exiting,0
283.0,73,73,"(39, 3)",exiting,0
283.0,74,74,"(28, 3)",exiting,0
283.0,76,76,"(31, 3)",shopping,1
283.0,77,77,"(7, 3)",shopping,1
283.0,78,78,"(27, 5)",shopping,1
283.0,80,80,"(13, 4)",shopping,1
283.0,81,81,"(9, 4)",shopping,1
283.0,83,83,"(2, 1)",shopping,1
283.0,84,84,"(2, 8)",shopping,1
283.0,85,85,"(55, 3)",shopping,1
283.0,86,86,"(33, 5)",shopping,2
283.0,87,87,"(6, 1)",shopping,1
283.0,88,88,"(25, 3)",exiting,0
283.0,89,89,"(2, 6)",shopping,1
283.0,90,90,"(30, 5)",shopping,1
283.0,91,91,"(12, 6)",shopping,2
283.0,93,93,"(3, 1)",shopping,2
283.0,95,95,"(56, 6)",shopping,1
283.0,97,97,"(32, 4)",exiting,0
283.0,98,98,"(2, 3)",shopping,1
283.0,99,99,"(10, 4)",shopping,2
283.0,100,100,"(3, 3)",shopping,1
284.0,22,22,"(17, 5)",exiting,0
284.0,36,36,"(34, 8)",exiting,0
284.0,38,38,"(14, 6)",exiting,0
284.0,43,43,"(31, 4)",exiting,0
284.0,45,45,"(15, 5)",exiting,0
284.0,46,46,"(31, 6)",exiting,0
284.0,48,48,"(3, 7)",exiting,0
284.0,49,49,"(30, 6)",shopping,1
284.0,53,53,"(6, 6)",shopping,1
284.0,55,55,"(17, 3)",shopping,2
284.0,56,56,"(30, 3)",shopping,1
284.0,57,57,"(17, 4)",shopping,1
284.0,59,59,"(34, 6)",exiting,0
284.0,60,60,"(6, 3)",shopping,1
284.0,61,61,"(24, 3)",shopping,2
284.0,62,62,"(15, 4)",exiting,0
284.0,63,63,"(4, 2)",exiting,0
284.0,64,64,"(7, 8)",shopping,1
284.0,66,66,"(6, 5)",shopping,1
284.0,69,69,"(13, 6)",exiting,0
284.0,70,70,"(10, 5)",exiting,0
284.0,71,71,"(11, 6)",shopping,1
284.0,72,72,"(20, 4)",exiting,0
284.0,73,73,"(40, 3)",exiting,0
284.0,74,74,"(27, 3)",exiting,0
284.0,76,76,"(32, 3)",shopping,1
284.0,77,77,"(7, 3)",shopping,1
284.0,78,78,"(28, 5)",shopping,1
284.0,80,80,"(13, 4)",shopping,1
284.0,81,81,"(9, 4)",shopping,1
284.0,83,83,"(2, 1)",shopping,1
284.0,84,84,"(3, 8)",shopping,1
284.0,85,85,"(55, 3)",shopping,1
284.0,86,86,"(32, 5)",shopping,2
284.0,87,87,"(6, 1)",shopping,1
284.0,88,88,"(25, 3)",exiting,0
284.0,89,89,"(2, 6)",shopping,1
284.0,90,90,"(30, 5)",shopping,1
284.0,91,91,"(12, 6)",shopping,2
284.0,93,93,"(3, 1)",shopping,2
284.0,95,95,"(56, 6)",shopping,1
284.0,97,97,"(32, 4)",exiting,0
284.0,98,98,"(2, 3)",shopping,1
284.0,99,99,"(11, 4)",shopping,2
284.0,100,100,"(3, 3)",shopping,1
285.0,22,22,"(17, 5)",exiting,0
285.0,36,36,"(33, 8)",exiting,0
285.0,38,38,"(14, 5)",exiting,0
285.0,43,43,"(31, 4)",exiting,0
285.0,45,45,"(15, 5)",exiting,0
285.0,46,46,"(31, 6)",exiting,0
285.0,48,48,"(2, 7)",exiting,0
285.0,49,49,"(29, 6)",shopping,1
285.0,53,53,"(6, 6)",shopping,1
285.0,55,55,"(18, 3)",shopping,2
285.0,56,56,"(31, 3)",shopping,1
285.0,57,57,"(17, 4)",shopping,1
285.0,59,59,"(34, 6)",exiting,0
285.0,60,60,"(6, 4)",shopping,1
285.0,61,61,"(24, 2)",shopping,2
285.0,62,62,"(15, 4)",exiting,0
285.0,63,63,"(4, 3)",exiting,0
285.0,64,64,"(7, 8)",shopping,1
285.0,66,66,"(6, 5)",shopping,1
285.0,69,69,"(13, 5)",exiting,0
285.0,70,70,"(9, 5)",exiting,0
285.0,71,71,"(11, 6)",shopping,1
285.0,72,72,"(19, 4)",exiting,0
285.0,73,73,"(41, 3)",exiting,0
285.0,74,74,"(26, 3)",exiting,0
285.0,76,76,"(33, 3)",shopping,1
285.0,77,77,"(7, 3)",shopping,1
285.0,78,78,"(28, 6)",shopping,1
285.0,80,80,"(13, 4)",shopping,1
285.0,81,81,"(9, 4)",shopping,1
285.0,83,83,"(2, 1)",shopping,1
285.0,84,84,"(4, 8)",shopping,1
285.0,85,85,"(55, 3)",shopping,1
285.0,86,86,"(32, 6)",shopping,2
285.0,87,87,"(6, 2)",shopping,1
285.0,88,88,"(25, 3)",exiting,0
285.0,89,89,"(2, 6)",shopping,1
285.0,90,90,"(29, 5)",shopping,1
285.0,91,91,"(12, 6)",shopping,2
285.0,93,93,"(3, 1)",shopping,2
285.0,95,95,"(56, 6)",shopping,1
285.0,97,97,"(32, 4)",exiting,0
285.0,98,98,"(2, 3)",shopping,1
285.0,99,99,"(12, 4)",shopping,2
285.0,100,100,"(3, 3)",shopping,1
286.0,22,22,"(17, 5)",exiting,0
286.0,36,36,"(33, 7)",exiting,0
286.0,38,38,"(13, 5)",exiting,0
286.0,43,43,"(31, 5)",exiting,0
286.0,45,45,"(15, 5)",exiting,0
286.0,46,46,"(31, 6)",exiting,0
286.0,48,48,"(3, 7)",exiting,0
286.0,49,49,"(29, 6)",shopping,1
286.0,53,53,"(6, 6)",shopping,1
286.0,55,55,"(18, 3)",shopping,2
286.0,56,56,"(32, 3)",shopping,1
286.0,57,57,"(17, 4)",shopping,1
286.0,59,59,"(34, 6)",exiting,0
286.0,60,60,"(7, 4)",shopping,1
286.0,61,61,"(24, 2)",shopping,2
286.0,62,62,"(14, 4)",exiting,0
286.0,63,63,"(4, 4)",exiting,0
286.0,64,64,"(7, 8)",shopping,1
286.0,66,66,"(6, 5)",shopping,1
286.0,69,69,"(12, 5)",exiting,0
286.0,70,70,"(8, 5)",exiting,0
286.0,71,71,"(11, 6)",shopping,1
286.0,72,72,"(19, 3)",exiting,0
286.0,73,73,"(42, 3)",exiting,0
286.0,74,74,"(26, 4)",exiting,0
286.0,76,76,"(34, 3)",shopping,1
286.0,77,77,"(8, 3)",shopping,1
286.0,78,78,"(28, 6)",shopping,1
286.0,80,80,"(13, 4)",shopping,1
286.0,81,81,"(9, 4)",shopping,1
286.0,83,83,"(2, 1)",shopping,1
286.0,84,84,"(5, 8)",shopping,1
286.0,85,85,"(55, 3)",shopping,1
286.0,86,86,"(32, 5)",shopping,2
286.0,87,87,"(6, 2)",shopping,1
286.0,88,88,"(24, 3)",exiting,0
286.0,89,89,"(2, 6)",shopping,1
286.0,90,90,"(29, 5)",shopping,1
286.0,91,91,"(13, 6)",shopping,2
286.0,93,93,"(3, 1)",shopping,2
286.0,95,95,"(56, 6)",shopping,1
286.0,97,97,"(32, 4)",exiting,0
286.0,98,98,"(2, 3)",shopping,1
286.0,99,99,"(12, 3)",shopping,2
286.0,100,100,"(3, 3)",shopping,1
287.0,22,22,"(17, 5)",exiting,0
287.0,36,36,"(33, 6)",exiting,0
287.0,38,38,"(13, 5)",exiting,0
287.0,43,43,"(31, 5)",exiting,0
287.0,45,45,"(15, 5)",exiting,0
287.0,46,46,"(31, 6)",exiting,0
287.0,48,48,"(3, 6)",exiting,0
287.0,49,49,"(29, 6)",shopping,1
287.0,53,53,"(6, 6)",shopping,1
287.0,55,55,"(18, 3)",shopping,2
287.0,56,56,"(33, 3)",shopping,1
287.0,57,57,"(17, 4)",shopping,1
287.0,59,59,"(34, 6)",exiting,0
287.0,60,60,"(8, 4)",shopping,1
287.0,61,61,"(24, 2)",shopping,2
287.0,62,62,"(14, 3)",exiting,0
287.0,63,63,"(3, 4)",exiting,0
287.0,64,64,"(7, 8)",shopping,1
287.0,66,66,"(6, 5)",shopping,1
287.0,69,69,"(11, 5)",exiting,0
287.0,70,70,"(7, 5)",exiting,0
287.0,71,71,"(11, 6)",shopping,1
287.0,72,72,"(19, 3)",exiting,0
287.0,73,73,"(43, 3)",exiting,0
287.0,74,74,"(25, 4)",exiting,0
287.0,76,76,"(35, 3)",shopping,1
287.0,77,77,"(8, 3)",shopping,1
287.0,78,78,"(28, 6)",shopping,1
287.0,80,80,"(13, 4)",shopping,1
287.0,81,81,"(9, 4)",shopping,1
287.0,83,83,"(2, 1)",shopping,1
287.0,84,84,"(6, 8)",shopping,1
287.0,85,85,"(55, 3)",shopping,1
287.0,86,86,"(33, 5)",shopping,2
287.0,87,87,"(6, 2)",shopping,1
287.0,88,88,"(23, 3)",exiting,0
287.0,89,89,"(2, 6)",shopping,1
287.0,90,90,"(29, 5)",shopping,1
287.0,91,91,"(14, 6)",shopping,2
287.0,93,93,"(3, 2)",shopping,2
287.0,95,95,"(56, 6)",shopping,1
287.0,97,97,"(32, 4)",exiting,0
287.0,98,98,"(2, 2)",shopping,1
287.0,99,99,"(13, 3)",shopping,2
287.0,100,100,"(3, 3)",shopping,1
288.0,22,22,"(17, 5)",exiting,0
288.0,36,36,"(33, 6)",exiting,0
288.0,38,38,"(13, 5)",exiting,0
288.0,43,43,"(31, 5)",exiting,0
288.0,45,45,"(15, 5)",exiting,0
288.0,46,46,"(31, 6)",exiting,0
288.0,48,48,"(3, 5)",exiting,0
288.0,49,49,"(29, 6)",shopping,1
288.0,53,53,"(6, 6)",shopping,1
288.0,55,55,"(18, 3)",shopping,2
288.0,56,56,"(33, 4)",shopping,1
288.0,57,57,"(17, 4)",shopping,1
288.0,59,59,"(34, 6)",exiting,0
288.0,60,60,"(8, 5)",shopping,1
288.0,61,61,"(24, 2)",shopping,2
288.0,62,62,"(14, 3)",exiting,0
288.0,63,63,"(2, 4)",exiting,0
288.0,64,64,"(7, 8)",shopping,1
288.0,66,66,"(5, 5)",shopping,1
288.0,69,69,"(10, 5)",exiting,0
288.0,70,70,"(7, 4)",exiting,0
288.0,71,71,"(11, 6)",shopping,1
288.0,72,72,"(19, 3)",exiting,0
288.0,73,73,"(44, 3)",exiting,0
288.0,74,74,"(24, 4)",exiting,0
288.0,76,76,"(36, 3)",shopping,1
288.0,77,77,"(8, 3)",shopping,1
288.0,78,78,"(28, 6)",shopping,1
288.0,80,80,"(13, 4)",shopping,1
288.0,81,81,"(9, 4)",shopping,1
288.0,83,83,"(2, 1)",shopping,1
288.0,84,84,"(6, 7)",shopping,1
288.0,85,85,"(55, 3)",shopping,1
